,en,gr
268,"Madam President, as a lawyer and a Member of the European Parliament, I am sure that there are many citizens following our debate who share my feeling that it lacks focus.","Κυρία Πρόεδρε, ως δικηγόρος και ως βουλευτής του Ευρωπαϊκού Κοινοβουλίου, είμαι βέβαιος ότι υπάρχουν πολλοί πολίτες που παρακολουθούν τη συζήτησή μας και συμμερίζονται την εντύπωση που έχω ότι η συζήτηση στερείται εστίασης."
269,"More than 7 500 cases of rape and sexual violence have been recorded in the first nine months of this year alone, which is more than the figure for the whole of last year.","Έχουν καταγραφεί πάνω από 7 500 περιστατικά βιασμού και σεξουαλικής βίας μόνο τους πρώτους εννέα μήνες αυτού του έτους, που υπερβαίνουν τον συνολικό αριθμό των περιστατικών ολόκληρου του προηγούμενου έτους."
270,"Given that the living standards in both countries are very low, I can only imagine that this will have a significant impact on the more developed Member States.","Δεδομένου ότι το βιοτικό επίπεδο και στις δύο χώρες είναι πολύ χαμηλό, το μόνο που μπορώ να φανταστώ είναι ότι αυτό θα έχει σημαντικό αντίκτυπο στα πιο αναπτυγμένα κράτη μέλη."
271,"We should bear in mind that without reliable and comparable data, we will not be able to locate resources to the appropriate places in an appropriate manner.","Δεν πρέπει να λησμονούμε ότι, χωρίς αξιόπιστα και συγκρίσιμα δεδομένα, δεν θα μπορούμε να διαθέσουμε τους αναγκαίους πόρους στους κατάλληλους τομείς με τον ενδεδειγμένο τρόπο."
272,You are aware that you can submit your speeches in writing and they will appear in the verbatim record of the House.,Γνωρίζετε ότι μπορείτε να υποβάλλετε τις ομιλίες σας γραπτώς και θα εμφανιστούν στα πλήρη πρακτικά του Κοινοβουλίου.
273,"(HU) Mr President, Commissioner, It is very good for the European Union to have a face at last, a Minister for Foreign Affairs, so to speak, in the person of Cathy Ashton.","(HU) Πρόεδρε, Επίτροπε, είναι πολύ καλό για την Ευρωπαϊκή Ένωση το ότι αποκτά επιτέλους ένα πρόσωπο, ούτως ειπείν, έναν υπουργό εξωτερικών υποθέσεων, διά μέσου της Cathy Ashton."
274,Why is it in the interest of Europe to weaken the intellectual firepower of the Commission precisely in times of crisis?,Γιατί είναι προς όφελος της Ευρώπης να αποδυναμωθεί η πνευματική ισχύς της Επιτροπής ειδικά σε περίοδο κρίσης;
275,Let us assume our responsibility courageously and with the honour that the European Union is worthy of at this time.,Αυτήν τη φορά ας αναλάβουμε την ευθύνη μας με θάρρος και με την τιμή που αξίζει στην Ευρωπαϊκή Ένωση.
276,"Furthermore, the European Parliament's report introduces the need to improve data protection, an important principle since we are talking here about information and data exchange.","Επίσης, η έκθεση του Ευρωπαϊκού Κοινοβουλίου εισηγείται την ανάγκη βελτίωσης της προστασίας των δεδομένων, μία σημαντική αρχή εφόσον συζητούμε, εν προκειμένω, για την ανταλλαγή πληροφοριών και δεδομένων."
277,"So my question was whether, during the Presidency, Spain is taking on a political role to speak on behalf of the European Union to ensure the implementation of these future projects?","Το ερώτημά μου ήταν, λοιπόν, κατά τη διάρκεια της Προεδρίας της, θα αναλάβει η Ισπανία τον πολιτικό ρόλο να μιλά εξ ονόματος της Ευρωπαϊκής Ένωσης, ώστε να διασφαλισθεί η εφαρμογή αυτών των μελλοντικών σχεδίων;"
278,"We need to instil a sense of urgency, a recognition that business as usual will not protect our European way of life and will not defend our social models.","Πρέπει να ενσταλάξουμε ένα αίσθημα κατεπείγοντος, μια αναγνώριση ότι η επιστροφή στους παλιούς τρόπους δεν θα προστατεύσει τον ευρωπαϊκό τρόπο ζωής και δεν θα προστατεύσει τα κοινωνικά μας μοντέλα."
279,"This is an appropriate time to send out a positive signal and to show international European solidarity, and I for one am prepared to do what I can to help in this regard.","Είναι κατάλληλη η στιγμή να στείλουμε ένα θετικό μήνυμα και να δείξουμε τη διεθνή ευρωπαϊκή αλληλεγγύη, και εγώ τουλάχιστον είμαι διατεθειμένος να κάνω ό,τι μπορώ για να βοηθήσω στο ζήτημα αυτό."
280,"Sometimes, it seems to me that the EU governments use the Beijing platform primarily as a means of lecturing non-EU countries about equality.",Μου φαίνεται μερικές φορές ότι οι κυβερνήσεις της ΕΕ χρησιμοποιούν το πρόγραμμα δράσης του Πεκίνου πρωτίστως ως μέσο νουθεσίας χωρών που δεν είναι μέλη της ΕΕ για την ισότητα.
281,"It is a matter of trust, to adopt the word used just now by Mr Rochefort and Mrs Rühle, of mutual trust.","Είναι θέμα εμπιστοσύνης, για να υιοθετήσω τη λέξη που χρησιμοποίησαν μόλις τώρα ο κ. Rochefort και η κ. Rühle, αμοιβαίας εμπιστοσύνης."
282,"I do not envy Commissioner Reding's position, because this is currently the most complex issue in Europe.","Δεν ζηλεύω τη θέση της Επιτρόπου Reding, διότι αυτό είναι ένα από τα πλέον περίπλοκα ζητήματα στην Ευρώπη."
283,"Therefore, the immediate cessation of the development, production and storage of nuclear arms is necessary.","Ως εκ τούτου, είναι αναγκαία η άμεση διακοπή της ανάπτυξης, παραγωγής και αποθήκευσης πυρηνικών όπλων."
284,"They are matters of national competence, and it is therefore the Member States that need to tackle them, on the basis of, among other things, the principle of subsidiarity.","Είναι ζητήματα που εμπίπτουν στην εθνική αρμοδιότητα και, κατά συνέπεια, τα κράτη μέλη είναι εκείνα που πρέπει να τα αντιμετωπίσουν στη βάση, μεταξύ άλλων, της αρχής της επικουρικότητας."
285,"Everyone now acknowledges that the Greek Government has taken very harsh measures, most of which have already started to be applied at the expense of and with sacrifices by the Greek people.","Οι πάντες αναγνωρίζουν πλέον ότι η ελληνική κυβέρνηση έχει πάρει πολύ σκληρά μέτρα, τα περισσότερα από τα οποία έχουν ήδη αρχίσει να εφαρμόζονται με κόστος και θυσίες από τον ελληνικό λαό."
286,The ECB's additional role during the crisis has been to expand liquidity provisions through the use of non-standard measures.,Ο πρόσθετος ρόλος της ΕΚΤ κατά τη διάρκεια της κρίσης ήταν να επεκτείνει τις διατάξεις περί ρευστότητας χρησιμοποιώντας μη τυποποιημένα μέτρα.
287,I fully support what Mrs Wortmann-Kool said a few moments ago about our needing a stronger governance method.,Συμφωνώ πλήρως με όσα επεσήμανε προηγουμένως η κ. Wortmann-Kool σχετικά με το ότι χρειαζόμαστε ισχυρότερη μέθοδο διακυβέρνησης.
288,"The payments to farmers in these areas compensate farmers' additional costs and income forgone, which occur due to the existing natural handicap.",Οι ενισχύσεις προς τους αγρότες αυτών των περιοχών αντισταθμίζουν το πρόσθετο κόστος και το διαφυγόν εισόδημά τους που απορρέει από το υφιστάμενο φυσικό μειονέκτημα.
289,"The upheaval and the widespread looting that followed, and now the rise in organised, large-scale crime, further aggravates the situation.",""" αναταραχή και η εκτεταμένη λεηλασία που ακολούθησαν, και τώρα η αύξηση του οργανωμένου, μεγάλης κλίμακας εγκλήματος, επιδεινώνουν περαιτέρω την κατάσταση."
290,"We have hundreds of votes, always at midday, and it would be good if we did not have to haul the paper around with us, but had the texts provided in electronic form.","Διεξάγουμε εκατοντάδες ψηφοφορίες, ιδίως το μεσημέρι, και θα ήταν θετικό αν δεν χρειαζόταν να κουβαλάμε μαζί μας όλα αυτά τα χαρτιά και αν μας παρέχονταν τα κείμενα σε ηλεκτρονική μορφή."
291,"The negative impact of climate change is already being felt, with drought and soil erosion causing major problems, especially in the southern Member States.","Οι αρνητικές επιπτώσεις της κλιματικής αλλαγής γίνονται ήδη αντιληπτές, με την ξηρασία και τη διάβρωση του εδάφους να προκαλούν μείζονα προβλήματα, ιδίως στα κράτη μέλη του Νότου."
292,These proposals can probably be designed in such a way as not to require a Treaty amendment and they deserve careful analysis and discussion in the Council working party.,"Οι προτάσεις αυτές μπορούν να διατυπωθούν κατά τέτοιον τρόπο, ώστε να μην απαιτείται τροποποίηση της Συνθήκης και αξίζουν εμπεριστατωμένης ανάλυσης και συζήτησης στο πλαίσιο της ομάδας εργασίας του Συμβουλίου."
293,Let me state it flatly: Iran's nuclear programme violates its obligations under the Nuclear Non-Proliferation Treaty and risks sparking a nuclear arms race in the Middle East.,"Θα το πω ωμά: το πυρηνικό πρόγραμμα του Ιράν παραβιάζει τις υποχρεώσεις του βάσει της Συνθήκης για τη μη διάδοση των πυρηνικών όπλων, και υπάρχει κίνδυνος να πυροδοτήσει αγώνα πυρηνικών εξοπλισμών στη Μέση Ανατολή."
294,"In this context, I consider it irrelevant which office deals with bringing together checks and results.","Στο πλαίσιο αυτό, θεωρώ ότι δεν έχει σημασία ποια υπηρεσία ασχολείται με τη συνένωση ελέγχων και αποτελεσμάτων."
295,Simplifying the principles which define the operation of the common agricultural policy is extremely important.,""" απλούστευση των αρχών που καθορίζουν τη λειτουργία της κοινής γεωργικής πολιτικής είναι εξαιρετικά σημαντική. """
296,"However, the main action required is to create functional airspace blocks by no later than the specified deadline or by the end of 2012.","Ωστόσο, η κύρια δράση που απαιτείται είναι η δημιουργία λειτουργικών τμημάτων εναέριου χώρου το αργότερο έως την καθορισμένη προθεσμία ή πριν από το τέλος του 2012."
297,"Furthermore, signatory states must harmonise their national legislation with the provisions of the Rome Statute, in keeping with the commitment they have made.","Επιπλέον, τα συμβαλλόμενα κράτη πρέπει να εναρμονίσουν την εθνική τους νομοθεσία με τις διατάξεις του Καταστατικού της Ρώμης σύμφωνα με τη δέσμευση που έχουν αναλάβει."
298,Projects which improve environmental protection can only be implemented on the basis of improved collaboration between the countries in the Mediterranean region.,Σχέδια που βελτιώνουν την περιβαλλοντική προστασία μπορούν να υλοποιηθούν μόνον εφόσον βελτιωθεί η συνεργασία μεταξύ των χωρών της Μεσογείου.
299,"Imitation cheese, pressed ham products, vanilla yoghurt that contains no vanilla whatsoever - these are just a few examples.","Οι απομιμήσεις τυριού, τα αλλαντικά, το γιαούρτι βανίλια που δεν περιέχει καθόλου βανίλια είναι λίγα μόνο παραδείγματα."
300,"Mr President, ladies and gentlemen, first of all, I should like to thank most sincerely the political groups that are responsible for this series of questions on an extremely important matter.","Κύριε Πρόεδρε, κυρίες και κύριοι, καταρχάς, θα ήθελα να ευχαριστήσω με κάθε ειλικρίνεια τις πολιτικές ομάδες οι οποίες είναι υπεύθυνες γι' αυτήν τη σειρά ερωτήσεων επί ενός εξαιρετικά σημαντικού ζητήματος."
301,"The military have a phrase 'no names, no pack-drill'; however, a member of the PPE Group voted against this report in committee.","Οι στρατιωτικοί έχουν μία έκφραση: ""Δεν δίνεις όνομα, δεν έχει καψόνι""· ωστόσο, ένα μέλος της Ομάδας PPE καταψήφισε την παρούσα έκθεση στην επιτροπή."
302,"However, this is the time and this is the place, and we should protect those people irrespective of our differing political sympathies.","Και όμως, πρόκειται και για την κατάλληλη στιγμή και και για τον κατάλληλο χώρο· και θα έπρεπε να προστατεύουμε αυτούς τους ανθρώπους ανεξαρτήτως των διαφορετικών μας πολιτικών συμπαθειών."
303,"This is an issue which I shall raise during my second and very imminent visit to the United States, at the end of this month.","Πρόκειται για ζήτημα που θα θέσω κατά τη δεύτερη και άμεσα επικείμενη επίσκεψή μου στις ""νωμένες Πολιτείες, στα τέλη του μήνα."
304,I voted in favour of this resolution for visa exemption so that Bosnia and Herzegovina and Albania could benefit from this as quickly as possible.,"Υπερψήφισα το παρόν ψήφισμα για την απαλλαγή από την υποχρέωση θεώρησης, προκειμένου η Βοσνία-Ερζεγοβίνη και η Αλβανία να μπορέσουν να επωφεληθούν το συντομότερο δυνατόν από αυτό."
305,"They provide that, in order for a country to enter or to continue to be in the Visa Waiver Programme, it would need to agree to cooperate with the United States on law enforcement issues.","Προβλέπουν ότι, προκειμένου μια χώρα να ενταχθεί ή να συνεχίσει να περιλαμβάνεται στο εν λόγω πρόγραμμα απαλλαγής από την υποχρέωση θεώρησης, οφείλει να συμφωνήσει να συνεργάζεται με τις ""νωμένες Πολιτείες σε θέματα επιβολής του νόμου."
306,The current proposal aims to update EU regulations that transpose the monitoring and enforcement system adopted by the North-East Atlantic Fisheries Commission (NEAFC) convention.,""" παρούσα πρόταση έχει ως στόχο την επικαιροποίηση των κοινοτικών κανονισμών για τη μεταφορά του συστήματος ελέγχου και επιβολής που εγκρίθηκε από τη σύμβαση της Επιτροπής Αλιείας του Βορειοανατολικού Ατλαντικού (NEAFC)."
307,"However, I see this backward step as a strategic means of winning the support of as many EU countries as possible during the Council debates.","Ωστόσο, αντιλαμβάνομαι αυτό το βήμα προς τα πίσω ως μέσο στρατηγικής για να κερδηθεί η υποστήριξη όσο το δυνατό περισσότερων χωρών της ΕΕ κατά τις συζητήσεις τους Συμβουλίου."
308,"With structural policy cofinancing systems, which are nothing other than a sprinkling of patronage, it is also an incitement to spending.","Τα συστήματα συγχρηματοδότησης της διαρθρωτικής πολιτικής, τα οποία δεν είναι τίποτε άλλο από επίφαση των πελατειακών σχέσεων, αποτελούν μία ακόμη παρότρυνση για δαπάνες."
309,"Those are a number of objectives that we will pursue under the Belgian Presidency and that will most certainly be taken up by subsequent presidencies, in particular, by the Hungarian Presidency.","Αυτοί είναι ορισμένοι από τους στόχους τους οποίους θα επιδιώξουμε κατά τη βελγική Προεδρία και τους οποίους είναι βέβαιο ότι θα συνεχίσουν οι επόμενες προεδρίες, κυρίως η ουγγρική προεδρία."
310,"That often excludes other types of action that do not come under the umbrella of PDA but that are, even so, essential to the Union's foreign policy.","Αυτό συχνά αποκλείει άλλα είδη δράσης που δεν υπάγονται στη ΔΑΒ αλλά που είναι, ακόμα και έτσι, σημαντικά για την εξωτερική πολιτική της Ένωσης."
311,"The end-product may not be exactly the same and therefore you will have to adjust, and I am afraid that does entail some cost.","Το τελικό προϊόν μπορεί να μην είναι ακριβώς το ίδιο και, επομένως, θα χρειαστεί να προσαρμοστείτε, πράγμα το οποίο φοβούμαι ότι μπορεί να συνεπάγεται κάποιο κόστος."
312,He also has very good staff - as I have seen for myself over the past few months - and that will be very important for the outcome of this project.,Διαθέτει επίσης πολύ καλό προσωπικό -όπως διαπίστωσα η ίδια τους τελευταίους μήνες- και αυτό θα είναι πολύ σημαντικό για το αποτέλεσμα του παρόντος έργου.
313,It is the European Commission's duty to monitor the activity of current credit rating agencies and to devise a structure for an EU-level credit rating agency.,Είναι καθήκον της Ευρωπαϊκής Επιτροπής να παρακολουθεί τη δραστηριότητα των σημερινών οργανισμών αξιολόγησης της πιστοληπτικής ικανότητας και να αναπτύξει μια δομή για έναν οργανισμό αξιολόγησης της πιστοληπτικής ικανότητας σε επίπεδο ΕΕ.
314,"It is also justified to request an increase in the participation of women in peacekeeping forces, as the presence of women under these specific circumstances is of extreme importance.","Είναι επίσης δικαιολογημένο το αίτημα για αύξηση της συμμετοχής των γυναικών στις ειρηνευτικές δυνάμεις, καθώς η παρουσία των γυναικών υπό αυτές τις συγκεκριμένες συνθήκες είναι υψίστης σημασίας."
315,"This is very important as this area of law is the means par excellence of achieving mutual recognition of, and respect for, each others' legal systems.","Αυτό είναι πολύ σημαντικό, καθώς αυτός ο τομέας δικαίου συνιστά το βέλτιστο μέσο για την αμοιβαία αναγνώριση και τον αμοιβαίο σεβασμό των νομικών μας συστημάτων."
316,The Commission has formed an internal working group comprising senior officials who have been tasked with ensuring that regulation does not become too excessive.,Επιτροπή έχει συστήσει μια εσωτερική ομάδα εργασίας στην οποία μετέχουν ανώτατοι αξιωματούχοι και η οποία έχει αναλάβει να μεριμνήσει ώστε να μην διογκωθεί υπερβολικά η υπό εκπόνηση ρύθμιση.
317,"It should not even be under negotiation, and even less so, given the issues it covers, by the European Commission alone.","Δεν θα έπρεπε καν να βρίσκεται υπό διαπραγμάτευση, πολύ δε περισσότερο, δεδομένων των ζητημάτων τα οποία καλύπτει, από μόνη την Ευρωπαϊκή Επιτροπή."
318,"I do not know how often you speak yourself, but you should understand that such an interruption has the consequence of completely wrecking the speech.","Δεν γνωρίζω πόσο συχνά μιλάτε εσείς, αλλά θα πρέπει να κατανοήσετε ότι μια τέτοια διακοπή έχει ως συνέπεια τον πλήρη αποσυντονισμό του ομιλητή."
319,I am also convinced that security of supply needs to go hand-in-hand with a strong partnership with Russia.,Είμαι επίσης πεπεισμένος ότι η ασφάλεια του εφοδιασμού πρέπει να συμβαδίζει με μια ισχυρή εταιρική σχέση με τη Ρωσία.
320,"Excluding posted workers, seasonal workers and refugees from the solution in question actually undermines the uniformity of rights, both employment rights and citizens' rights.",""" εξαίρεση των αποσπασμένων εργαζομένων, των εποχικών εργαζομένων και των προσφύγων από την εν λόγω λύση υπονομεύει στην πραγματικότητα την ομογένεια των δικαιωμάτων, τόσο των δικαιωμάτων στην απασχόληση όσο και των δικαιωμάτων των πολιτών."
321,Assistance to workers made redundant due to restructuring and relocation must be dynamic and flexible so that it can be implemented rapidly and effectively.,""" ενίσχυση των εργαζομένων που απολύονται λόγω αναδιάρθρωσης και μετεγκατάστασης πρέπει να είναι δυναμική και ευέλικτη, έτσι ώστε να μπορεί να υλοποιείται γρήγορα και αποτελεσματικά."
322,"Credit rating agencies play a very important role as they have a direct impact on the operation of the financial system, its soundness and stability.","Οι οργανισμοί αξιολόγησης πιστοληπτικής ικανότητας διαδραματίζουν πολύ σημαντικό ρόλο, καθώς έχουν άμεσο αντίκτυπο στη λειτουργία του χρηματοπιστωτικού συστήματος, την αξιοπιστία και τη σταθερότητά του."
323,"The euro was therefore a stabilising factor, not only for countries within the euro area, but also for the currencies of the countries that have not wanted to belong to the euro area.","Το ευρώ αποτέλεσε, επομένως, σταθεροποιητικό παράγοντα, όχι μόνο για της χώρες της ευρωζώνης, αλλά και για τα νομίσματα των χωρών που δεν θέλησαν να υπαχθούν στη ζώνη του ευρώ."
324,"Action in the areas of capacity building, good governance, infrastructure development and investment are crucial.",""" δράση στους τομείς ανάπτυξης ικανοτήτων, καλής διακυβέρνησης, ανάπτυξης υποδομών και επενδύσεων είναι ζωτικής σημασίας."
325,"Here, it is the Member States which exercise their rights on how to implement the different legislation of the European Union.","Εδώ, τα κράτη μέλη είναι αυτά τα οποία ασκούν τα δικαιώματά τους σχετικά με το πώς θα εφαρμόζουν τη νομοθεσία της Ευρωπαϊκής Ένωσης."
326,"For example, polygamy and veils were banned and foreign direct investment and tourism were encouraged.","Για παράδειγμα, η πολυγαμία και οι μαντίλες ήταν απαγορευμένες και ενθαρρύνθηκαν οι ξένες άμεσες επενδύσεις και ο τουρισμός."
327,"Last year, Serbia took major steps towards integration in many respects, which the report takes account of as well, and thus I would like to mention only a few points.","Το περασμένο έτος, η Σερβία πραγματοποίησε σημαντικά βήματα προς την ολοκλήρωση από πολλές απόψεις, οι οποίες λαμβάνονται επίσης υπόψη στην έκθεση, και επομένως θα ήθελα να αναφέρω απλώς ορισμένα σημεία."
328,People with these illnesses have always been sidelined and have found it difficult to obtain any treatment at all.,Ασθενείς που πάσχουν από αυτές τις νόσους ήταν πάντα περιθωριοποιημένοι και ήταν δύσκολο ακόμα και να λάβουν θεραπεία.
329,But to breathe a sigh of relief and slip back into bad habits would be a grave error. The world has changed.,"Ωστόσο, ο εφησυχασμός και η επιστροφή στις κακές συνήθεις πρακτικές θα συνιστούσε ολέθριο σφάλμα."
330,"I voted in favour of this resolution, because I feel that there is a need to enhance policy on protecting children's rights.","Υπερψήφισα το παρόν ψήφισμα, διότι πιστεύω ότι κρίνεται αναγκαία η βελτίωση της πολιτικής για την προστασία των δικαιωμάτων των παιδιών."
331,"If we fail to regulate that properly, then I will no longer have any desire to work on the other sub-initiatives.","Εάν αποτύχουμε να ρυθμίσουμε κατάλληλα αυτό το ζήτημα, τότε δεν θα έχω καμία επιθυμία να εργαστώ επί των άλλων επιμέρους πρωτοβουλιών."
332,I share the rapporteur's fears on the question of the lack of a clear strategy towards these countries.,Συμμερίζομαι τις ανησυχίες του εισηγητή σχετικά με το θέμα της απουσίας μιας σαφούς στρατηγικής απέναντι σε αυτές τις χώρες.
333,"After all, history is replete with examples of interventions on the part of Western countries that did more harm than good.","Σε τελική ανάλυση, η ιστορία είναι γεμάτη παραδείγματα παρεμβάσεων εκ μέρους των δυτικών χωρών που έκαναν περισσότερο κακό παρά καλό."
334,I welcome the proposal of stronger provisions which seek to prevent illegal shipments of this waste and to close loopholes in the law.,Επικροτώ την πρόταση για αυστηρότερες διατάξεις που επιδιώκουν να αποτρέψουν την παράνομη μεταφορά αυτού του είδους των αποβλήτων και να καλύψουν τα κενά στη νομοθεσία.
335,"However, what the rapporteur, Council Presidency and Commissioner have had to say shows that the time has really come and that we cannot drag our feet any longer.","Ωστόσο, όσα είπαν ο εισηγητής, η Προεδρία του Συμβουλίου και ο Επίτροπος δείχνουν ότι έχει πραγματικά έρθει η ώρα και ότι δεν μπορούμε να κωλυσιεργούμε πλέον."
336,The next item is the statement by the Vice-President of the Commission and High Representative of the European Union for Foreign Affairs and Security Policy on the rule of law in Russia.,""" ημερήσια διάταξη προβλέπει τη δήλωση της Αντιπροέδρου της Επιτροπής και Ύπατης Εκπροσώπου της Ευρωπαϊκής Ένωσης για θέματα εξωτερικής πολιτικής και πολιτικής ασφάλειας σχετικά με το κράτος δικαίου στη Ρωσία."
337,I wanted to make this point because it is important to show that the Community method has much better outcomes than the intergovernmental system does.,Ήθελα να επισημάνω το σημείο αυτό γιατί είναι σημαντικό να δείξουμε ότι η κοινοτική μέθοδος έχει πολύ καλύτερα αποτελέσματα από το διακυβερνητικό σύστημα.
338,"It now includes Bulgaria and Romania, but when we see what is happening here, you cannot be surprised that some in Europe are critical about this enlargement.","Τώρα περιλαμβάνει τη Βουλγαρία και τη Ρουμανία, αλλά όταν βλέπουμε τι συμβαίνει εδώ, δεν μπορείτε να εκπλήσσεστε που ορισμένοι στην Ευρώπη είναι επικριτικοί όσον αφορά αυτήν τη διεύρυνση."
339,"With a motto of 'locusts for everyone', the motion for a resolution calls in places for private equity firms to make it easier to do business with them.","Με το σύνθημα ""ακρίδες για όλους"", η πρόταση ψηφίσματος καλεί τις εταιρείες ιδιωτικού επενδυτικού κεφαλαίου να διευκολύνουν τις συναλλαγές μαζί τους."
340,"For the first time, the European Union is questioning the climate policy of one of its trading partners.",Είναι η πρώτη φορά που η Ευρωπαϊκή Ένωση αμφισβητεί την πολιτική για το κλίμα ενός εμπορικού εταίρου της.
341,It is the obligation of the Thai Government to respect this fact and to refrain from attempting to change the internationally recognized boundaries through military force.,"Συνιστά υποχρέωση της κυβέρνησης της Ταϊλάνδης να σεβαστεί αυτό το γεγονός και να απέχει από κάθε προσπάθεια αλλαγής, μέσω στρατιωτικής βίας, των διεθνώς αναγνωρισμένων συνόρων."
342,"Currently, arrangements made for trade policy regarding the import of feed from the USA are also unsatisfactory.","Προς το παρόν, οι συμφωνίες που συνάφθηκαν για την εμπορική πολιτική σχετικά με την εισαγωγή ζωοτροφών από τις ""ΠΑ επίσης δεν είναι ικανοποιητικές."
343,One of the framework conditions for this feasibility study is that competitiveness should not be impaired by the financial transaction tax.,Ένας από τους όρους πλαίσιο γι' αυτή τη μελέτη σκοπιμότητας συνίσταται στο ότι ο φόρος επί των χρηματοπιστωτικών συναλλαγών δεν πρέπει να αποδυναμώνει την ανταγωνιστικότητα.
344,We need to distinguish between people who go abroad on holiday for the winter and those who want to remain permanently in another country. The distinction here concerns integration.,"Πρέπει να διακρίνουμε τους ανθρώπους οι οποίοι ταξιδεύουν στο εξωτερικό για τη χειμερινή περίοδο από εκείνους οι οποίοι θέλουν να παραμείνουν μόνιμα σε μια άλλη χώρα. "" διάκριση στην περίπτωση αυτή αφορά την ενσωμάτωση."
345,"In addition to different geological conditions, investors are also faced with higher regulatory and environmental risks in Europe.","Εκτός από τις διαφορετικές γεωλογικές συνθήκες, οι επενδυτές αντιμετωπίζουν επίσης μεγάλους ρυθμιστικούς και περιβαλλοντικούς κινδύνους στην Ευρώπη."
346,I also believe that it is likely to succeed if it is supported by the active involvement of the very people whom it aims to integrate.,Επίσης πιστεύω ότι έχει πιθανότητες να επιτύχει αν υποστηριχθεί από την ενεργή συμμετοχή των ίδιων των ανθρώπων τους οποίους σκοπεύει να ενσωματώσει.
347,"So I expect the Commission, together with the EASA, to be able to submit specific proposals in the very near future, which will be integrated fully in the implementation of the Single European Sky.","Έτσι, αναμένω από την Επιτροπή, σε συνεργασία με τον ΕΟΑΑ, να μπορέσει να υποβάλει συγκεκριμένες προτάσεις στο εγγύς μέλλον, οι οποίες θα ενσωματωθούν πλήρως στην εφαρμογή του Ενιαίου Ευρωπαϊκού Ουρανού."
348,"The first one is to be ambitious and explicit when it comes to employment guidelines, and especially when it comes to female employment.","Το πρώτο είναι να είναι φιλόδοξο και σαφές όσον αφορά στις κατευθυντήριες γραμμές για την απασχόληση, και ιδίως όσον αφορά στην απασχόληση των γυναικών."
349,"But, like the Commissioner, I am disappointed that this agreement did not achieve its ultimate objective of a complete opening of the market without restrictions on either side.","Όμως, όπως και ο Επίτροπος, είμαι απογοητευμένη διότι αυτή η συμφωνία δεν πέτυχε τον απώτερο στόχο της πλήρους απελευθέρωσης της αγοράς χωρίς περιορισμούς για καμία από τις δύο πλευρές."
350,"Faced with the extent of the tsunami and the magnitude of the earthquake on 11 March, I must express my complete solidarity with the victims' families and the people and government of Japan.","Αντιμέτωποι καθώς είμαστε με την έκταση του τσουνάμι και με το μέγεθος του σεισμού της 11ης Μαρτίου, οφείλω να εκφράσω την αμέριστη αλληλεγγύη μου προς τις οικογένειες των θυμάτων, τον λαό και την κυβέρνηση της Ιαπωνίας."
351,The dispute settlement regime and the related financial responsibility are also very important issues and we need to further reflect on them.,Το καθεστώς επίλυσης διαφορών και η συναφής χρηματοοικονομική ευθύνη είναι επίσης πολύ σημαντικά θέματα και πρέπει να τα εξετάσουμε περαιτέρω.
352,"In their EU accession negotiations, the three countries, namely Lithuania, Slovakia and Bulgaria, declared their willingness to remove these three unsafe nuclear power plants from the network.","Κατά τις ενταξιακές διαπραγματεύσεις τους οι τρεις χώρες, δηλαδή η Λιθουανία, η Σλοβακία και η Βουλγαρία, διακήρυξαν τη βούλησή τους να αφαιρέσουν τους τρεις αυτούς μη ασφαλείς πυρηνικούς σταθμούς από το δίκτυο."
353,The construction of landfills complying with the standards of the EU Landfill Directive is already progress compared to the practice of illegal dumping of waste.,""" κατασκευή χώρων υγειονομικής ταφής που να συμμορφώνονται με τις προδιαγραφές της σχετικής οδηγίας της ΕΕ συνιστά σίγουρα πρόοδο σε σύγκριση με την πρότερη κατάσταση των παράνομων χωματερών. """
354,I believe that it is necessary to strengthen partnership and cooperation in the fisheries sector using all financial instruments available.,Θεωρώ απαραίτητη την ενίσχυση της εταιρικής σχέσης και της συνεργασίας στον τομέα της αλιείας με τη χρήση όλων των διαθέσιμων χρηματοδοτικών μέσων.
355,"This report proposes increased liberalisation of the energy and postal sectors and a stronger application of the Services Directive, on the pretext of supporting businesses and boosting growth.",""" έκθεση αυτή προτείνει την περαιτέρω ελευθέρωση των τομέων της ενέργειας και των ταχυδρομικών υπηρεσιών και την αυστηρότερη εφαρμογή της οδηγίας για τις υπηρεσίες με πρόσχημα την υποστήριξη των επιχειρήσεων και την ενίσχυση της ανάπτυξης."
356,"For this reason, there are numerous things we must do and these will take time. Europe's response must be characterised by a strategy based on immediate and long-term actions.","Για τον λόγο αυτόν, υπάρχουν πολλά πράγματα που πρέπει να κάνουμε και αυτά απαιτούν χρόνο. "" απάντηση της Ευρώπης πρέπει να χαρακτηρίζεται από μια στρατηγική που να βασίζεται σε άμεσες και μακροπρόθεσμες ενέργειες."
357,"In the Committee on Foreign Affairs, I contributed amendments concerning the public administration, the justice system and anti-corruption action.","Στην Επιτροπή Εξωτερικών Υποθέσεων, κατέθεσα τροπολογίες σχετικά με τη δημόσια διοίκηση, το δικαστικό σύστημα και τα μέτρα κατά της διαφθοράς."
