,en,gr
234,"Instead, the strategy states that the market needs rules if it is to meet its social and environmental responsibilities.","Priešingai, strategijoje teigiama, kad rinkai reikia nustatyti taisykles, susijusias su jos socialine ir aplinkosaugine atsakomybe."
235,The economic situation has deteriorated so much that it justifies concerted action by the Member States to try to relaunch economic activity.,"Ekonominpadėtis taip pablogėjo, kad ji pateisina bendrus valstybių narių veiksmus bandant atgaivinti ekonominę veiklą."
236,"My country, Romania, was not prepared for accession, and there are still deficiencies in the area of minority rights.",Mano šalis Rumunija nebuvo pasirengusi narystei ir dabar vis dar yra trūkumų mažumų teisių srityje.
237,"From what the Commissioner has said, from all the evidence given by all the NGOs that have got anywhere near there, that seems to be reflective of what is happening.","Atsižvelgiant į tai, ką pasakKomisijos narė, tai matyti iš ten esančių NVO informacijos."
238,Engaging in talks on rights which are in accordance with the principles of the Chinese constitution would not pose any significant risk for China.,"Dalyvavimas derybose dėl teisių, atitinkančių Kinijos konstitucijos principus, nekeltų didelės grėsmės Kinijai."
239,"Ironically enough, the Forum aims to address the problem of the lack of access to water experienced by billions of people throughout the world.","Ironiška, kad Forumo tikslas yra diskutuoti apie negalėjimo gauti vandens problemą, su kuria susiduria milijardai žmonių visame pasaulyje."
240,"Bravo, Dagmar, for your work on the draft of the European Parliament and Council regulation presented to us by the Commission.","Puiku, sveikinu, gerb. Dagmar, už jūsų darbą dėl Europos Parlamento ir Tarybos reglamento projekto, kurį mums pristatKomisija."
241,"However, I am convinced that something could also be done in this respect at national and regional level.","Tačiau esu įsitikinusi, kad šiuo atžvilgiu kai kurių veiksmų galima imtis ir nacionaliniu bei regioniniu lygmenims."
242,This is fundamental and we should therefore be having a debate about that instead of just one passage being devoted to it in a report.,"Tai itin svarbu, todėl šiam klausimui reikėtų skirti atskirą diskusiją, o ne vieną pastraipą pranešime."
243,This report highlights the fact that territorial cohesion will be especially relevant for geographically disadvantaged areas such as mountainous regions and islands.,"Šiame pranešime pabrėžiamas faktas, kad teritorinsanglauda bus ypač svarbi nepalankios geografinės padėties regionams, pvz., kalnų vietovėms arba saloms."
244,"However, even the best possible and most desirable organisation of public transport will never be able to replace the flexibility of individual means of transport.",Tačiau pats geriausias ir labiausiai pageidaujamas viešojo transporto organizavimas niekada nesugebės pakeisti asmeninių transporto priemonių lankstumo.
245,I should like to thank the European Parliament once again for its significant contribution in keeping the environmental objective of the proposal intact and achieving agreement at first reading.,"Norėčiau dar kartą padėkoti Europos Parlamentui už jo didelį indėlį, išlaikant su aplinka susijusį pasiūlymo tikslą, jo nepakeičiant, ir pasiekus susitarimą per pirmąjį svarstymą."
246,I think it is important to believe that it is with ourselves and not with others that we will solve the situation.,"Manau, kad svarbu tikėti, kad problemas išspręsime patys, o ne kitų padedami."
247,"A partnership based on shared values of freedom, human and civil rights and democracy, values which have proved their worth over the past 60 years.","Reikalinga partnerystė, pagrįsta bendromis laisvės, žmogaus teisių ir pilietinių teisių bei demokratijos vertybėmis, kurios įrodsavo vertę per praėjusius 60 metų."
248,"We remember the victims of authoritarian systems, the victims in European countries, in nationalistic and militaristic regimes, in Spain, in Portugal and in Greece.","Atsimename autoritarinių sistemų aukas, aukas Europos šalyse, nacionalistiniuose ir militaristiniuose režimuose, Ispanijoje, Portugalijoje ir Graikijoje."
249,"This approach is in keeping with this Parliament's position on other similar programmes which we were recently discussing in the House, such as the plan to hand out fruit in the schools.","Toks požiūris neprieštarauja šio Parlamento pozicijoms kitų panašių programų, neseniai aptartų Parlamente, atžvilgiu, pvz., planui mokyklose dalyti vaisius."
250,"Madam President, Commissioner, I should like to start by welcoming the initiative on such an interesting issue as the role of culture in the development of the regions of the European Union.","Gerb. pirmininke, gerb. Komisijos nary, norėčiau iš pradžių pasidžiaugti, kad iškeltas toks įdomus klausimas apie kultūros reikšmę Europos Sąjungos regionų vystymuisi."
251,"(FR) Mr President, Commissioner, I would simply like to remind you that it was the polar bears on the ice floes who showed us how much chemical pollution was affecting the whole of the world.","(FR) Pone pirmininke, Komisijos nare, tik norėčiau priminti, kad būtent baltosios meškos ant atskilusių ledo lyčių rodo, kaip smarkiai chemintarša paveikvisą pasaulį."
252,"The European Parliament, through the Committee on Regional Development, is constantly calling for greater simplification of administrative rules.",Europos Parlamentas Regioninės plėtros komiteto atstovų lūpomis nuolat ragina supaprastinti administracines taisykles.
253,Our review of this regulation is part of a broader European action plan for sustainable production and consumption and it is closely linked to the review of EMAS and the Ecodesign directive.,"Mūsų parengta šio reglamentavimo apžvalga yra platesnio Europos veiksmų plano dėl atsinaujinančios gamybos ir vartojimo dalis, ir ji glaudžiai susijusi su AVAS ir Ekologinio dizaino direktyvos apžvalga."
254,"For all these reasons, which led me to vote against that report, I cannot fully support this report, which is why I have abstained.","Dėl visų šių priežasčių, kurios privertmane balsuoti prieš šį pranešimą, aš negaliu besąlygiškai palaikyti šį pranešimą - kaip tik dėl to aš susilaikiau."
255,"I would like to stress that the third package is a major political event, not only a technical and economic one, and we really should recognise it as a great success of the European Union.","Norėčiau pabrėžti, kad trečiasis paketas - svarbus laimėjimas ne tik techniniu ir ekonominiu, bet ir politiniu požiūriu. Ir tai tikrai labai didelEuropos Sąjungos sėkmė."
256,This is a bad start to an attempt to establish the culture of compliance to which the Commission so often refers.,"Bloga pradžia pastangoms nustatyti paklusnumo kultūrą, apie kurią taip dažnai kalba Komisija."
257,We support this amendment to the regulation and we hope that this Parliament will give its full support to this worthwhile proposal.,"Pritariame šiam reglamento pataisymui ir tikimės, kad Parlamentas visiškai parems šį vertingą pasiūlymą."
258,"Concerning safe building standards, these standards exist but the question is how closely these standards are followed in Member States.","Kalbėdamas apie saugios statybos standartus turiu pasakyti, kad tokie standartai egzistuoja, tačiau kyla klausimas, kiek jų laikomasi valstybėse narėse."
259,"Of course we need to constantly reflect on how to further promote awareness about the launching of a specific consultation, so that more people are aware of the fact that a consultation is beginning.","Žinoma, mums reikia nuolatos mąstyti, kaip toliau skatinti informuotumą apie konkrečių konsultacijų pradžią, kad daugiau žmonių sužinotų apie tai, kad pradedamos konsultacijos."
260,"They will be told in their own language what their rights are and, where they have a problem, they will get an answer.","Jiems bus jų kalba paaiškinta, kokias teises jie turi, o jeigu jiems kas nors kels problemų, bus pateiktas reikiamas atsakymas."
261,"I have often criticised some of the initiatives that we discuss in this place, but I think this is a positive move.","Man ne kartą teko reikšti kritiką tam tikrų mūsų čia aptariamų iniciatyvų atžvilgiu, tačiau šį žingsnį vertinu teigiamai."
262,"Having embarked on this road, the only fate that can await Moldova, in the best case scenario, is that of Belarus.",Pradėjus šį kelią Moldovos geriausiu atveju laukia tik vienas likimas - pasekti Baltarusijos pėdomis.
263,Around 80% of a product's impact on the environment and the costs throughout its life cycle can be calculated during the design phase.,Maždaug 80 proc. gaminio keliamo poveikio aplinkai ir išlaidos viso jo gyvavimo ciklo metu gali būti apskaičiuotos projektavimo metu.
264,We must understand the reluctance of the Iraqi Government to let Camp Ashraf continue to be a nuisance to their good neighbourly relations with Iran.,Mes turime suprasti Irako Vyriausybės nenorą leisti Ašrafo stovyklai toliau būti trukdžiu geriems kaimyniniams santykiams su Iranu.
265,"We need to expose the hypocrisy of the idea of free choice, which is often a direct result of inequalities in the salaries of men and women and insufficient childcare facilities.","Turime atskleisti laisvo pasirinkimo idėjos veidmainystę, kuri dažnai yra tiesioginis vyrų ir moterų nelygybės atlyginimų požiūriu ir nepakankamų vaikų priežiūros įstaigų padarinys."
266,"For this reason, Parliament urgently needed to amend the proposal: not to weaken it but to make it clear exactly when testing on animals should be allowed and under what circumstances.","Todėl Parlamentas turėjo skubiai pakeisti pasiūlymą - ne susilpninti jį, bet aiškiai parodyti, kada turėtų būti leidžiama atlikti bandymus su gyvūnais ir kokiomis sąlygomis."
267,"Labels should be effective and strong, and at the same time the right incentives should be provided to producers to develop more efficient products.","Ženklai turi būti veiksmingi ir stiprūs, be to, turi būti vykdomos tinkamos iniciatyvos, skatinančios gamintojus kurti taupesnius gaminius."
268,"They have a real impact on people: on their livelihoods, on their families, and on their standards of living.","Jie daro realų poveikį žmonėms: jų pragyvenimui, jų šeimoms ir jų pragyvenimo lygiui."
269,"I have just produced this rosé wine, here in the European Parliament, by getting white wine and putting beetroot in it.",Ką tik jį pagaminau Europos Parlamente į baltąjį vyną įdėjęs buroko.
270,Agriculture is important but other businesses are also important to the rural area and this package can help.,"Žemės ūkis yra svarbus, bet kitas verslas irgi svarbus kaimo vietovėms, ir šis paketas gali padėti."
271,The Commission's ambition to increase investments in energy infrastructure is the latest in a long line of examples of the arrogance that has infected the officials in Berlaymont.,Komisijos noras padidinti investicijas į energetikos infrastruktūrą ilgame Berlaymont pareigūnų arogancijos pavyzdžių sąraše yra paskutinėje vietoje.
272,"This means that what appeared to be very simple is, in fact, a little more complicated and more sensitive.","Tai reiškia, kad tai, kas atrodlabai paprasta, iš tikrųjų yra šiek tiek sudėtingiau ir opiau."
273,"We have had a better discussion since the 'no' vote and I urge them to vote 'yes' for their future, for my children's future and for the future of the European Union.","Po balsavimo prieš turėjome geresnių diskusijų, ir aš juos raginu balsuoti už už savo ateitį, mano vaikų ateitį ir Europos Sąjungos ateitį."
274,"That is going to be up to the Irish electorate, but I would be rather disappointed if they gave in to pressure.","Tai priklausys nuo Airijos rinkėjų, tačiau aš būčiau gana nusivylęs, jei jie pasiduotų spaudimui."
275,In my opinion these officials did a very good and professional job and they cannot be held responsible for what was happening on the Czech political scene.,"Mano manymu, šie pareigūnai atliko darbą labai gerai ir profesionaliai ir jų negalima laikyti atsakingais už tai, kas vyksta Čekijos politinėje scenoje."
276,"Looking to changes ahead, the preparations for the reform of the common agricultural policy in 2013 will be an issue during this Presidency.","O žvelgiant į priekį, pasiruošimas bendros žemės ūkio politikos reformai 2013 m Švedijos pirmininkavimo kadencijos metu sukels daug diskusijų."
277,"Mr Schulz confirmed that the House did not agree with closing down this industry in Poland, or with the consequent reduction in Europe's industrial capacity.","M. Schulzas patvirtino, kad Parlamentas nepritaria šios pramonės šakos panaikinimui Lenkijoje arba dėl to sumažėsiančiam pramonės pajėgumui Europoje."
278,"We are discussing today EU trade agreements and, in particular, that with South Korea, due to be signed this year.","Šiandien diskutuojame apie ES prekybos susitarimus, ypač apie susitarimą su Pietų Korėja, kuris turi būti pasirašytas šiais metais."
279,The cohesion policy must remain a priority in the next Community budget if we wish to achieve full integration of our reunited continent.,"Kitame Bendrijos biudžete sanglaudos politika turi likti prioritetu, jeigu norime pasiekti visišką mūsų iš naujo susivienijusio žemyno integraciją."
280,"My colleague, Stephen Hughes, has already referred to the fact that the first Barroso Commission has failed to deliver much of what you had already promised.","Mano kolega S. Hughes jau paminėjo tai, kad pirmoji J. M. Barroso vadovaujama Komisija daug ko iš to, ką jau žadėjote, nepadarė."
281,"These matters are complex and interlinked, but we must get to grips with them as a matter of urgency so that the financial institutions can do this work which is becoming increasingly important.","Šie reikalai yra sudėtingi ir tarpusavyje susiję, bet turime nedelsdami rimtai imtis juos spręsti, kad finansų institucijos galėtų atlikti darbą, kuris tampa vis svarbesnis."
282,"Mr President, time has, perhaps, habituated us to the hollowness of the ritual that we have just carried out.","Pone pirmininke, per daugelį metų turbūt pripratome prie šio tuščio ritualo, kurį ką tik atlikome."
283,Our Union is based on various principles and values that all the Member States are expected to support.,"Mūsų Europos Sąjunga grindžiama principais ir vertybėmis ir tikimės iš visų valstybių narių, kad šios mūsų bendrus principus ir vertybes rems."
284,"Mr President, ladies and gentlemen, we know for certain that demand for energy will increase and that European gas production is on a steady decline.","Pone pirmininke, ponios ir ponai, tikrai žinome, kad energijos paklausa didės ir kad Europos dujų gamyba nuolat mažėja."
285,"Mr President, I am going to use the brief amount of time I have to clarify the position of my group, which did not sign the joint declaration and which is tabling a separate resolution.","Pone pirmininke, aš kalbėsiu glaustai, nes turiu išaiškinti savo frakcijos, kuri nepasirašbendros deklaracijos ir pateikatskirą rezoliuciją, poziciją."
286,"The Czech public endorse the Lisbon Treaty, just as a clear majority of them endorsed accession to the European Union in the referendum of 2003.","Čekijos visuomendidžiąja dauguma remia Lisabonos sutartį, kaip ji pritarČekijos stojimui į Europos Sąjungą 2003 m. referendume."
287,"Last but not least, I strongly believe that the involvement of Eurojust in the decision on the choice of jurisdiction is of the utmost importance.","Ir pagaliau aš tvirtai tikiu, kad Eurojusto dalyvavimas nustatant jurisdikciją yra itin svarbus."
288,"The Dutch Party for Freedom (PVV) is in favour of emergency assistance, but it is for the individual Member States, not the European Union, to provide such assistance.","Nyderlandų laisvės partija (PVV) palankiai vertina skubią pagalbą, tačiau tokią pagalbą turėtų teikti atskiros valstybės narės, o ne Europos Sąjunga."
289,"(PT) I would just like to support Simon Busuttil's report, which endorses the European Commission's initiative, by making three brief points.","(PT) Norėčiau tiesiog pritarti Simono Busuttilio pranešimui, kuriame patvirtinama Europos Komisijos iniciatyva, aptardamas tris trumpus jo aspektus."
290,"However, before laying the blame on these countries, we need to realise that deforestation meets certain needs for survival.","Tačiau prieš primetant kaltę šioms šalims mums reikia suvokti, kad miškų naikinimu patenkinami tam tikri išlikimo poreikiai."
291,"The budget cuts mean that the sound financial management of pre-accession assistance is put in real danger, with all its political dimensions.","Biudžeto mažinimai reiškia, kad bus realiai rizikuojama patikimu pasirengimo narystei pagalbos finansų valdymu kartu su visas jos politiniais aspektais."
292,"I like Mr Deß's idea of an amendment, and if he puts it forward I think I would like to support that amendment for a limit of two or even three years to get this job done.","Man patinka A. Deßo mintis apie pakeitimą, todėl, jeigu jis jį pateiks, manau, norėčiau palaikyti šį pakeitimą dėl dvejų arba trejų metų termino šiam darbui atlikti."
293,Europe will need a flexible immigration policy which can respond to the needs of society and the labour market in the various EU Member States.,"Europai reikalinga lanksti imigracijos politika, kuri leistų atsiliepti į visuomenės ir darbo rinkos poreikius įvairiose ES valstybėse narėse."
294,"Small countries do not have much money and do not have representations all over Europe and all over the world, which is why they have high hopes of this service.","Mažosios valstybės neturi pakankamai lėšų ir nekuria atstovybių visoje Europoje, todėl jos sieja savo viltis su šia tarnyba."
295,But we can and we must do more to prioritise pneumococcal disease within existing health and development efforts and to work with developing countries to do the same.,"Bet mes galime ir privalome padaryti daugiau, kad pneumokokinei infekcijai būtų skirtas prioritetinis dėmesys plėtojant esamą veiklą sveikatos apsaugos ir vystomojoje srityse, taip pat bendradarbiauti su besivystančiomis šalimis, kad šios taip pat įtrauktų šią infekciją į prioritetinių ligų sąrašą."
296,"It seems to me that calling upon the junta to respect freedom of speech, freedom of assembly or human rights in general will not be enough.","Man atrodo, kad nepakanka tik raginti chuntą gerbti žodžio laisvę, susirinkimų laisvę ir apskritai žmogaus teises."
297,"And then we also need a college of commissioners that is strong, united and balanced in terms of politics, geography and gender.","Be to, mums taip pat reikia politiniu, geografiniu ir lyties požiūriu stiprios, vieningos ir darnios Komisijos narių kolegijos."
298,"The aim of this directive was to put into practice the fourth fundamental freedom of the European integration project, since we are today talking of anniversaries.","Šios direktyvos tikslas - pasiekti, kad tikrovėje veiktų keturios pagrindinės Europos integracijos projekto laisvės, nes šiandien kalbame apie sukaktis."
299,It is about ordinary people whose day-to-day struggle has been made even harder during the last four months.,"Ji liečia paprastus žmones, kurių kasdienkova per pastaruosius keturis mėnesius tapo dar sunkesnė."
300,The idea of a uniform and united policy takes on special significance in the context of the security of European energy policy.,"Kalbant apie Europos energetinio saugumo politiką, vienodos ir vieningos politikos idėjos svarba daugiau nei akivaizdi."
301,A conservative estimate by Europol suggests that half a million women will be bought and sold in Europe in 2009.,"Konservatyviais Europolo apskaičiavimais, Europoje 2009 m. bus nupirkta arba parduota pusmilijono moterų."
302,"This morning, I heard the news that Mr Obama has confirmed his attendance in Copenhagen and that he would push for binding targets to be adopted for greenhouse gas emissions.","Šį rytą naujienose girdėjau, jog B. Obama patvirtino, kad dalyvaus Kopenhagos konferencijoje ir ragins patvirtinti privalomus šiltnamio efektą sukeliančių išmetamųjų dujų mažinimo rodiklius."
303,"As Vice-President of the Commission, she is accountable to Parliament, and Parliament knows how much Cathy Ashton is committed to parliamentary democracy.","Būdama Komisijos pirmininko pavaduotoja, ji atskaitinga Parlamentui, o Parlamentas žino, kaip Cathy Ashton atsidavusi parlamentinei demokratijai."
304,"I would like to draw attention to several matters, which are still, however, outstanding, and which are something which we must tackle in the next few years.","Norėčiau atkreipti jūsų dėmesį į kelias problemas, kurios, deja, dar nėra išspręstos ir kurias būtinai turėsime spręsti ateinančių kelerių metų laikotarpiu."
305,(SK) I am proud to say that Slovakia has made a great contribution to linguistic diversity and to the preservation of the linguistic cultural heritage.,"(SK) Didžiuojuosi galėdamas pasakyti, kad Slovakija labai prisidėjo prie kalbinės įvairovės ir kalbinio kultūros paveldo išsaugojimo."
306,There are two important controversial points preventing the European Union from reaching a united stance on this.,"Yra du ginčytini klausimai, kurie kliudo Europos Sąjungai pasiekti, kad būtų nusistatyta bendrą pozicija šiuo klausimu."
307,"Besides, though I hoped for it, I did not dare to forecast progress on visa liberalisation five years ago.","Be to, prieš penkerius metus net nedrįsau prognozuoti pažangos vizų režimo liberalizavimo srityje, nors dėjau į ją vilčių."
308,Some people overstate the problem of violence in such a way that I sometimes get the feeling that we women do not have any other problems.,"Kai kurie žmonės taip perdeda smurto problemą, jog man susidaro įspūdis, kad mes, moterys, neturime jokių kitų problemų."
309,Consignments of meat destined for the EU market must be certified by an official veterinarian who guarantees that all of the above conditions are fully met.,"ES rinkai skirtos mėsos siuntos turi būti patvirtintos oficialiai paskirto veterinarijos gydytojo, kuris garantuoja, kad visiškai įvykdytos visos anksčiau minėtos sąlygos."
310,"How will this change the structures in our countries, for example, with regard to the bookshops in the regions?","Kaip tai pakeis struktūras mūsų šalyse, pvz., atsižvelgiant į regioninius knygynus?"
311,"Meanwhile, Vietnamese legal regulations on use of the internet penalise free speech in areas considered as sensitive, such as human rights and the propagation of democracy.","Vietnamo teisės aktuose dėl interneto naudojimo nustatytos bausmės dėl žodžio laisvės jautriomis laikomose srityse, pvz., žmogaus teisės ir demokratijos propagavimas."
312,I therefore call on the Commission to work directly with the European Parliament in formulating a redefined negotiation mandate to further develop and transform the WTO.,"Todėl raginu Komisiją tiesiogiai bendradarbiauti su Europos Parlamentu rengiant naują derybų mandatą, kad būtų galima toliau plėtoti ir pertvarkyti PPO."
313,The Court of Auditors has managed to reduce its administrative costs and has achieved higher productivity levels.,Audito Rūmai sugebėjo sumažinti savo administracines išlaidas ir pasiekti aukštesnį našumo lygį.
314,"This is the most advanced status we can give to a country, barring accession, which is not possible under the current situation.","Tai yra pats aukščiausias statusas, kokį galime suteikti šaliai, kuriai neleidžiama įstoti, nes esant dabartinei padėčiai tai neįmanoma."
315,This also explains the concerns of my group about the legitimacy of a resolution under the terms of the Rules of Procedure.,Tai taip pat paaiškina mano frakcijos rūpestį dėl rezoliucijos teisėtumo darbo tvarkos taisyklių požiūriu.
316,"My question is, therefore: would the Commission agree with adopting a European charter to recognise the defence of the rights of the victims of terrorism and to promote those rights?","Ir aš klausiu, ar Komisija sutiktų priimti Europos chartiją, kurioje būtų pripažįstama, jog būtina ginti ir remti terorizmo aukų teises?"
317,"The importance for us was to say that this is directed to these years, earmarked for 2010 to 2012, and it will also be available for support when it comes to climate protection.","Mums buvo svarbu pabrėžti, kad ši suma skiriama šiam trejų metų laikotarpiui, bet šios lėšos taip pat galės būti panaudotos paramai klimato apsaugos srityje."
318,"on behalf of the PPE Group. - Mr President, why has my political group insisted on having the resolution after the debate?","PPE frakcijos vardu. - Pone pirmininke, kodėl mano frakcija primygtinai ragino po diskusijų priimti rezoliuciją?"
319,Better communication is also needed between contact points in order to promote mutual understanding between Member States.,"Taip pat reikia geresnių informacijos centrų ryšių, siekiant skatinti abipusį valstybių narių supratimą."
320,"For all these reasons, I voted in favour of this report, which is the culmination of a technically intricate process that was difficult to negotiate.","Dėl visų šių priežasčių balsavau už šį pranešimą, kuris yra techniniu požiūriu sudėtingo derybų proceso kulminacija."
321,"My second feeling is that the more we nominate, the more we create functions and titles, the less we exist, and this should prompt us to ask ourselves some questions.","Mano antroji nuojauta yra ta, kad kuo daugiau įsteigiame pareigybių, tuo daugiau sukuriame funkcijų ir pareigų, tuo mažiau esame ir tai turėtų mus paraginti užduoti sau keletą klausimų."
322,We are very clear in doing this that Iraq is a unitary state and that all our cooperation is with the government of all of Iraq.,"Turime suvokti, kad Irakas yra unitarinvalstybir turime bendradarbiauti su viso Irako Vyriausybe."
323,"And a European economic system whose resilience flows from its single market, its competition rules and the euro will now need these assets as the drivers for recovery.","Europos ekonominei sistemai, kurios atsparumo priežastis yra jos bendroji rinka, jos konkurencijos taisyklės ir euro valiuta, dabar reikės šių vertingų elementų kaip atkūrimo variklių."
324,We must remember the first principle is that the best way to help the poorest out of poverty is to encourage more trade and to help the entrepreneurs in poorer countries.,"Privalome prisiminti pagrindinį principą, kad geriausiai padėti skurdžiausiems įveikti skurdą galime skatindami platesnio masto prekybą ir padėti verslininkams skurdesnėse šalyse."
325,"(PL) Mr President, it should be admitted that the tactic the European Union has used till now, including at the Copenhagen Summit, was wrong.","(PL) Pone pirmininke, būtina pripažinti, kad iki šiol Europos Sąjungos naudojama taktika, įskaitant ir taktiką Kopenhagos aukščiausiojo lygio susitikime, buvo neteisinga."
326,"Their passports are held, or not renewed, and some human rights activists are being prevented from leaving the territory to act as witnesses.","Iš jų atimami arba jiems neišduodami nauji pasai; kai kuriems aktyviems žmogaus teisių gynėjams neleidžiama išvykti iš šalies teritorijos, kad galėtų liudyti teismuose."
327,"The Parliament in Skopje is the third in the Western Balkans to have ratified and adopted the resolution, with 70 votes in favour and only one vote against.","Skopjėje esantis parlamentas yra trečiasis Vakarų Balkanų šalių parlamentas, patvirtinęs ir priėmęs rezoliuciją septyniasdešimčiai parlamento narių balsavus už ir tik vienam balsavus prieš."
328,"Moreover, it is a report that is absolutely essential this year given the economic, social and financial crisis that the European Union especially is going through.","Be to, ši ataskaita be galo svarbi šiais metais, nes Europos Sąjunga labai nukentėjo nuo ekonomikos, socialinės ir finansų krizės."
329,"The problem is that we have not received a specific answer, neither have we been given any specific answer at the hearings.","Problema ta, kad negavome jokio konkretaus atsakymo, klausymų metu jokio konkretaus atsakymo taip pat neišgirdome."
330,I believe that the second Barroso Commission will be even stronger and better prepared in policy terms than the previous one.,"Tikiu, kad antroji J. M. Barroso vadovaujama Komisija bus dar stipresnir labiau politiškai pasirengusi nei ankstesnioji."
331,"Ladies and gentlemen, we are aware of the recommendations of the ad-hoc working group of the FAO, which wants to leave the Atlantic bluefin tuna in Appendix II.","Ponios ir ponai, esame susipažinę su Maisto ir žemės ūkio organizacijos ad-hoc darbo grupės rekomendacijomis, kuri nori palikti paprastąjį tuną II priede."
332,"To close, I should like to mention the intention of some members to vote for an amendment calling for all interested parties to help to resolve the Cyprus question.","Baigdamas norėčiau paminėti kai kurių narių ketinimus balsuoti už pakeitimą, kuriuo visos suinteresuotosios šalys raginamos padėti išspręsti Kipro klausimą."
333,There was all this talk about the need to put an EU flag on aid to Haiti and about the need to establish the principle of a European civil protection force.,Girdėjome visas tas šnekas apie poreikį pagalbą Haičiui siųsti su ES vėliava ir apie poreikį nustatyti Europos civilinės saugos pajėgų principus.
334,"Furthermore, we must overcome the blockade on tax issues in the Council of Ministers and reinforce good governance in the area of taxation.","Dar daugiau, turime įveikti mokesčių klausimų blokavimą Ministrų Taryboje ir sustiprinti gerą valdymą apmokestinimo srityje."
335,"This development on these policies has, of course, been strongly supported by the European Commission in cooperation with the Member States.","Tokios politikos plėtotę, žinoma, tvirtai palaikEuropos Komisija, bendradarbiaudama su valstybėmis narėmis."
336,"on behalf of the GUE/NGL Group. - Madam President, world capitalism is experiencing its worst crisis since the Great Depression.","GUE/NGL frakcijos vardu. - Ponia pirmininke, pasaulinis kapitalizmas išgyvena sunkiausią krizę nuo Didžiosios depresijos laikų."
337,on behalf of the GUE/NGL Group. - (NL) 'Gokken is dokken' (to gamble is to cough up) is a well-known saying in the Netherlands.,"GUE/NGL frakcijos vardu. - (NL) 'Gokken is dokken' (lošti - vadinasi, pralošti) - gerai žinomas posakis Nyderlanduose."
338,"At the same time, the task is getting tougher: we have an ageing population, a growing productivity gap with our competitors, and failings in education and research.","Kartu padėtis tampa vis sunkesnė: populiacija sensta, didėja produktyvumo atotrūkis tarp mūsų ir mūsų konkurentų, švietimo ir tyrimų srityse iškyla sunkumų."
339,"Moreover, quite apart from the Goldstone report, the IDF, the Israeli armed forces, take any allegation levelled at them seriously and investigate them thoroughly.","Be to, greta R. Goldstone'o ataskaitos, IGP, Izraelio ginkluotosios pajėgos, labai rimtai atsižvelgia į visus jiems pareikštus įtarimus ir išsamiai juos ištiria."
340,"At the same time, bearing in mind that the Lukashenko regime depends more than ever on Western technology, money and markets, the EU has an efficient leverage over the regime's further behaviour.","Tačiau, atsižvelgiant į tai, kad A. Lukašenkos režimas dabar labiau nei bet kada anksčiau priklauso nuo Vakarų technologijų, pinigų ir rinkų, ES turi veiksmingą svertą daryti įtaką tolesniam režimo elgesiui."
341,"We must also consider the excessive protection given to some species, as has already been mentioned, such as cormorants and seals.","Turime svarstyti ir tai, kad kai kurioms rūšims, pvz., kormoranams ir ruoniams, kaip jau minėta, suteikta per didelapsauga."
342,"The presence of women in Romanian politics on the level of decision making after the 2009 election is around 11% in the Parliament, and only one woman was appointed in the government.",Po 2009 m. rinkimų Rumunijos politikos sprendimų priėmimo lygmeniu Parlamente dirba 11 proc. moterų ir tik viena moteris paskirta į vyriausybę.
343,"Nowadays, more and more people are putting their holidays together themselves and booking trips on the Internet.",Šiais laikais vis daugiau žmonių savo atostogas planuoja patys ir užsisako keliones internetu.
344,The key chapter of this 2009 report will be dedicated to competition in the context of this economic and financial crisis.,Pagrindinis 2009 m. pranešimo skyrius bus skirtas konkurencijai ekonomikos ir finansų krizės sąlygomis.
345,I think we have good laws in place to deal with this already and we do not want the threat of rabies hitting our island.,"Manau, mūsų įstatymai geri ir leido mums šią problemą išspręsti, taigi nenorime, kad mūsų salai grėstų pasiutligė."
346,"President Barroso, will you explain to what extent plans for the EU to sign the European Convention on Human Rights will take into account the differing positions of the Member States?","Pirmininke J. M. Barroso, gal paaiškinsite, kiek ES planuose, kuriuose numatoma pasirašyti Europos žmogaus teisių konvenciją, bus atsižvelgiama į skirtingas valstybių narių pozicijas?"
347,"At the time, I proposed, firstly, the creation of a solidarity fund and, secondly, the creation of a European civil protection force.","Tada, pirma, pasiūliau sukurti solidarumo fondą, antra, įsteigti Europos civilinės saugos pajėgas."
348,"As Mr Martin also mentioned, Parliament must have a full role in the event of suspension, since this is, I repeat, an eminently political decision.","Kaip minėjo D. Martinas, Parlamentas turi visapusiškai dalyvauti sustabdymo atveju, nes tai, kartoju, grynai politinis sprendimas."
349,"Too many things have been laid at the door of Israel, and yet it was Hamas that was misusing civilian targets and civilians as shelters, arms depots and human shields.","Izraelis yra kaltinamas dėl pernelyg daug dalykų, o ""Hamas"" panaudojo civilius kaip taikinius ir kaip priedangą, ginklų saugyklą ir gyvą skydą."
350,The call for a White Paper to be drawn up on the common security and defence policy (CSDP) which clearly defines the objectives of the policy is thus more than advisable.,"Raginimas parengti Baltąją knygą dėl bendrosios saugumo ir gynybos politikos (BSGP), aiškiai apibrėžiant politikos tikslus yra labiau nei pageidautinas."
351,"It is also probable that unemployment will continue to be high, and therefore, that this long-term unemployment will result in social exclusion.","Taip pat tikėtina, kad nedarbo lygis ir toliau bus aukštas, todėl šis ilgalaikis nedarbas lems socialinę atskirtį."
352,"Someone had the extraordinary idea of repairing the lifts during the one week of the month in which we are in Strasbourg, when it could be done in the other three.","Kažkam kilo keista mintis taisyti liftus tą mėnesio savaitę, kai esame Strasbūre, užuot tą padarius per kitas tris savaites."
